# SYNTHETIC — generated by tools/make_bench_capture.py, NOT measured. Do not report as collected data.
# terrabyte dataset logger, NOT production firmware; node=pot-04 logger=dataset-logger-0.1.0-BENCH-ONLY interval_ms=60000
# validity bits: 1=air_t 2=rh 4=ppfd 8=soil_t 16=soil_moist 32=lux
# generator_seed=20284571 days=45 drying_scale=0.945 absorption_per_ml=0.439 thirst_threshold=18.7
captured_at_utc,sequence,uptime_ms,air_temperature_c,relative_humidity_pct,ppfd_umol_m2_s,illuminance_lux,soil_temperature_c,soil_moisture_pct,soil_moisture_raw_adc,validity,event,event_ml
2026-06-30T10:00:00Z,0,64198,24.42,53.89,,11243.42,20.21,47.99,457,59,,
2026-06-30T10:01:00Z,1,124200,25.08,47.87,,10187.71,20.34,47.96,457,59,,
2026-06-30T10:02:00Z,2,184200,24.93,48.95,,9812.31,20.49,47.94,457,59,,
2026-06-30T10:03:00Z,3,244200,24.58,50.12,,12318.83,20.61,47.96,457,59,,
2026-06-30T10:04:00Z,4,304199,24.85,51.07,,10802.68,20.75,47.96,457,59,,
2026-06-30T10:05:00Z,5,364197,25.48,49.55,,11543.41,20.98,47.94,457,59,,
2026-06-30T10:06:00Z,6,424196,25.08,48.95,,12450.05,21.11,47.91,457,59,,
2026-06-30T10:07:00Z,7,484198,24.93,49.77,,10750.95,21.20,47.89,457,59,,
2026-06-30T10:08:00Z,8,544200,24.67,56.18,,9785.14,21.35,47.85,457,59,,
2026-06-30T10:09:00Z,9,604201,24.94,49.24,,11986.28,21.42,47.82,457,59,,
2026-06-30T10:10:00Z,10,664204,24.89,51.54,,11415.66,21.54,47.80,457,59,,
2026-06-30T10:11:00Z,11,724202,24.46,48.67,,9493.61,21.67,47.77,458,59,,
2026-06-30T10:12:00Z,12,784201,24.89,51.04,,10369.90,21.81,47.77,458,59,,
2026-06-30T10:13:00Z,13,844204,24.89,50.71,,10475.86,21.88,47.77,458,59,,
2026-06-30T10:14:00Z,14,904201,24.65,54.83,,11764.76,21.91,47.75,458,59,,
2026-06-30T10:15:00Z,15,964204,25.43,50.03,,9307.20,22.07,47.75,458,59,,
2026-06-30T10:16:00Z,16,1024202,24.61,48.43,,14276.56,22.15,47.74,458,59,,
2026-06-30T10:17:00Z,17,1084205,24.94,46.97,,9741.72,22.25,47.70,458,59,,
2026-06-30T10:18:00Z,18,1144206,25.22,51.96,,10679.52,22.36,47.69,458,59,,
2026-06-30T10:19:00Z,19,1204205,25.48,52.01,,9168.79,22.49,47.67,458,59,,
2026-06-30T10:20:00Z,20,1264202,25.45,47.82,,10647.66,22.60,47.66,458,59,,
2026-06-30T10:21:00Z,21,1324203,25.29,50.69,,9465.80,22.69,47.68,458,59,,
2026-06-30T10:22:00Z,22,1384203,25.14,48.76,,10425.88,22.83,47.67,458,59,,
2026-06-30T10:23:00Z,23,1444203,25.38,50.10,,11977.85,22.94,47.64,458,59,,
2026-06-30T10:24:00Z,24,1504206,25.57,49.04,,10901.95,23.00,47.61,458,59,,
