# SYNTHETIC — generated by tools/make_bench_capture.py, NOT measured. Do not report as collected data.
# terrabyte dataset logger, NOT production firmware; node=pot-01 logger=dataset-logger-0.1.0-BENCH-ONLY interval_ms=60000
# validity bits: 1=air_t 2=rh 4=ppfd 8=soil_t 16=soil_moist 32=lux
# generator_seed=20260814 days=45 drying_scale=1.235 absorption_per_ml=0.489 thirst_threshold=23.2
captured_at_utc,sequence,uptime_ms,air_temperature_c,relative_humidity_pct,ppfd_umol_m2_s,illuminance_lux,soil_temperature_c,soil_moisture_pct,soil_moisture_raw_adc,validity,event,event_ml
2026-06-30T10:00:00Z,0,64201,24.28,50.93,,10321.03,20.15,48.00,457,59,,
2026-06-30T10:01:00Z,1,124203,24.50,52.55,,9180.01,20.38,48.02,457,59,,
2026-06-30T10:02:00Z,2,184200,24.74,49.35,,11071.09,20.50,47.97,457,59,,
2026-06-30T10:03:00Z,3,244203,25.53,50.72,,10565.50,20.65,47.97,457,59,,
2026-06-30T10:04:00Z,4,304202,24.97,53.34,,10862.02,20.84,47.96,457,59,,
2026-06-30T10:05:00Z,5,364205,24.80,52.80,,10741.15,21.03,47.95,457,59,,
2026-06-30T10:06:00Z,6,424206,25.21,56.09,,12251.80,21.23,47.90,457,59,,
2026-06-30T10:07:00Z,7,484205,24.64,51.29,,11859.06,21.39,47.88,457,59,,
2026-06-30T10:08:00Z,8,544202,24.31,49.27,,12084.03,21.52,47.89,457,59,,
2026-06-30T10:09:00Z,9,604200,25.05,49.68,,10068.62,21.65,47.88,457,59,,
2026-06-30T10:10:00Z,10,664203,25.08,48.81,,10246.58,21.73,47.89,457,59,,
2026-06-30T10:11:00Z,11,724204,24.91,50.73,,10999.90,21.88,47.89,457,59,,
2026-06-30T10:12:00Z,12,784201,25.18,50.70,,11260.33,22.03,47.88,457,59,,
2026-06-30T10:13:00Z,13,844203,25.35,52.83,,11097.72,22.15,47.83,457,59,,
2026-06-30T10:14:00Z,14,904205,25.78,50.68,,11136.84,22.32,47.78,458,59,,
2026-06-30T10:15:00Z,15,964203,25.54,50.17,,10421.47,22.39,47.77,458,59,,
2026-06-30T10:16:00Z,16,1024204,25.22,45.89,,10538.09,22.47,47.74,458,59,,
2026-06-30T10:17:00Z,17,1084206,25.13,47.04,,10855.17,22.50,47.70,458,59,,
2026-06-30T10:18:00Z,18,1144204,25.35,48.70,,9979.20,22.55,47.70,458,59,,
2026-06-30T10:19:00Z,19,1204205,25.15,46.71,,11279.22,22.57,47.69,458,59,,
